Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
151,3,42.2,2,2,1,221,5,REGULARS
137,2,42.2,3,1,1,311,5,REGULARS
60,3,42.2,3,2,1,321,6,REGULARS
262,2,42.1,2,1,1,211,4,REGULARS
38,4,42.04,4,3,1,431,8,REGULARS
33,3,41.92,4,2,1,421,7,REGULARS
352,1,41.9,1,1,1,111,3,LOST
168,2,41.9,2,1,1,211,4,REGULARS
35,3,41.86,4,2,1,421,7,REGULARS
314,3,41.85,1,2,1,121,4,LOST
523,2,41.82,1,1,1,111,3,LOST
425,3,41.8,1,2,1,121,4,LOST
192,3,41.7,2,2,1,221,5,REGULARS
483,3,41.7,1,2,1,121,4,LOST
134,3,41.6,3,2,1,321,6,REGULARS
352,1,41.6,1,1,1,111,3,LOST
359,1,41.4,1,1,1,111,3,LOST
227,3,41.4,2,2,1,221,5,REGULARS
383,2,41.4,1,1,1,111,3,LOST
80,1,41.4,3,1,1,311,5,REGULARS
443,3,41.32,1,2,1,121,4,LOST
142,2,41.3,2,1,1,211,4,REGULARS
190,2,41.2,2,1,1,211,4,REGULARS
447,2,41.2,1,1,1,111,3,LOST
258,1,41.15,2,1,1,211,4,REGULARS
35,2,41.15,4,1,1,411,6,NEW
137,3,41.1,3,2,1,321,6,REGULARS
285,2,41.0,1,1,1,111,3,LOST
310,3,41.0,1,2,1,121,4,LOST
1,3,41.0,4,2,1,421,7,REGULARS
35,3,40.95,4,2,1,421,7,REGULARS
32,4,40.95,4,3,1,431,8,REGULARS
57,3,40.9,3,2,1,321,6,REGULARS
445,2,40.9,1,1,1,111,3,LOST
367,2,40.9,1,1,1,111,3,LOST
502,1,40.9,1,1,1,111,3,LOST
455,4,40.85,1,3,1,131,5,LOST
42,5,40.7,4,4,1,441,9,LOYAL
233,2,40.6,2,1,1,211,4,REGULARS
74,3,40.5,3,2,1,321,6,REGULARS
283,2,40.42,1,1,1,111,3,LOST
414,4,40.4,1,3,1,131,5,LOST
179,3,40.3,2,2,1,221,5,REGULARS
577,2,40.26,1,1,1,111,3,LOST
64,4,40.25,3,3,1,331,7,REGULARS
447,4,40.2,1,3,1,131,5,LOST
76,3,40.2,3,2,1,321,6,REGULARS
548,2,40.2,1,1,1,111,3,LOST
261,2,40.14,2,1,1,211,4,REGULARS
141,2,40.1,3,1,1,311,5,REGULARS
351,5,40.05,1,4,1,141,6,LOYAL
179,2,40.03,2,1,1,211,4,REGULARS
29,3,40.0,4,2,1,421,7,REGULARS
382,2,40.0,1,1,1,111,3,LOST
489,3,39.95,1,2,1,121,4,LOST
53,5,39.9,4,4,1,441,9,LOYAL
150,2,39.9,2,1,1,211,4,REGULARS
181,1,39.9,2,1,1,211,4,REGULARS
42,2,39.8,4,1,1,411,6,NEW
551,2,39.8,1,1,1,111,3,LOST
389,2,39.8,1,1,1,111,3,LOST
437,2,39.8,1,1,1,111,3,LOST
385,3,39.8,1,2,1,121,4,LOST
431,2,39.76,1,1,1,111,3,LOST
34,3,39.75,4,2,1,421,7,REGULARS
139,3,39.7,3,2,1,321,6,REGULARS
392,2,39.7,1,1,1,111,3,LOST
389,4,39.7,1,3,1,131,5,LOST
129,3,39.7,3,2,1,321,6,REGULARS
134,2,39.6,3,1,1,311,5,REGULARS
84,3,39.6,3,2,1,321,6,REGULARS
10,4,39.6,4,3,1,431,8,REGULARS
320,2,39.55,1,1,1,111,3,LOST
430,1,39.5,1,1,1,111,3,LOST
39,4,39.5,4,3,1,431,8,REGULARS
146,2,39.5,2,1,1,211,4,REGULARS
217,1,39.4,2,1,1,211,4,REGULARS
263,2,39.4,2,1,1,211,4,REGULARS
6,4,39.35,4,3,1,431,8,REGULARS
495,1,39.3,1,1,1,111,3,LOST
286,3,39.22,1,2,1,121,4,LOST
286,2,39.1,1,1,1,111,3,LOST
80,2,39.1,3,1,1,311,5,REGULARS
25,2,39.04,4,1,1,411,6,NEW
400,3,39.02,1,2,1,121,4,LOST
441,2,39.0,1,1,1,111,3,LOST
6,3,39.0,4,2,1,421,7,REGULARS
508,2,39.0,1,1,1,111,3,LOST
50,4,38.9,4,3,1,431,8,REGULARS
118,2,38.9,3,1,1,311,5,REGULARS
597,3,38.9,1,2,1,121,4,LOST
10,3,38.82,4,2,1,421,7,REGULARS
115,3,38.75,3,2,1,321,6,REGULARS
157,3,38.7,2,2,1,221,5,REGULARS
259,2,38.7,2,1,1,211,4,REGULARS
393,3,38.7,1,2,1,121,4,LOST
249,2,38.7,2,1,1,211,4,REGULARS
45,4,38.66,4,3,1,431,8,REGULARS
327,3,38.65,1,2,1,121,4,LOST
360,5,38.62,1,4,1,141,6,LOYAL
572,1,38.6,1,1,1,111,3,LOST
229,2,38.6,2,1,1,211,4,REGULARS
506,3,38.59,1,2,1,121,4,LOST
315,2,38.54,1,1,1,111,3,LOST
17,2,38.42,4,1,1,411,6,NEW
346,2,38.42,1,1,1,111,3,LOST
155,2,38.4,2,1,1,211,4,REGULARS
429,2,38.4,1,1,1,111,3,LOST
366,3,38.35,1,2,1,121,4,LOST
262,2,38.3,2,1,1,211,4,REGULARS
357,4,38.3,1,3,1,131,5,LOST
87,2,38.3,3,1,1,311,5,REGULARS
197,2,38.29,2,1,1,211,4,REGULARS
281,3,38.25,1,2,1,121,4,LOST
396,2,38.2,1,1,1,111,3,LOST
44,3,38.2,4,2,1,421,7,REGULARS
92,2,38.2,3,1,1,311,5,REGULARS
649,2,38.2,1,1,1,111,3,LOST
52,3,38.2,4,2,1,421,7,REGULARS
76,3,38.2,3,2,1,321,6,REGULARS
404,1,38.1,1,1,1,111,3,LOST
405,2,38.0,1,1,1,111,3,LOST
244,1,37.95,2,1,1,211,4,REGULARS
367,4,37.9,1,3,1,131,5,LOST
227,1,37.9,2,1,1,211,4,REGULARS
220,2,37.9,2,1,1,211,4,REGULARS
26,5,37.85,4,4,1,441,9,LOYAL
455,2,37.8,1,1,1,111,3,LOST
48,2,37.8,4,1,1,411,6,NEW
237,2,37.8,2,1,1,211,4,REGULARS
136,3,37.75,3,2,1,321,6,REGULARS
54,4,37.74,4,3,1,431,8,REGULARS
369,2,37.73,1,1,1,111,3,LOST
96,3,37.69,3,2,1,321,6,REGULARS
239,3,37.66,2,2,1,221,5,REGULARS
8,3,37.65,4,2,1,421,7,REGULARS
94,2,37.6,3,1,1,311,5,REGULARS
549,4,37.59,1,3,1,131,5,LOST
183,3,37.58,2,2,1,221,5,REGULARS
438,2,37.5,1,1,1,111,3,LOST
441,2,37.5,1,1,1,111,3,LOST
481,1,37.5,1,1,1,111,3,LOST
168,2,37.5,2,1,1,211,4,REGULARS
137,2,37.4,3,1,1,311,5,REGULARS
189,3,37.34,2,2,1,221,5,REGULARS
134,3,37.2,3,2,1,321,6,REGULARS
278,1,37.2,2,1,1,211,4,REGULARS
102,2,37.2,3,1,1,311,5,REGULARS
336,2,37.1,1,1,1,111,3,LOST
214,4,37.1,2,3,1,231,6,REGULARS
643,2,37.1,1,1,1,111,3,LOST
155,3,37.06,2,2,1,221,5,REGULARS
212,3,37.05,2,2,1,221,5,REGULARS
101,3,37.0,3,2,1,321,6,REGULARS
60,4,37.0,3,3,1,331,7,REGULARS
263,3,37.0,2,2,1,221,5,REGULARS
228,2,36.96,2,1,1,211,4,REGULARS
252,1,36.9,2,1,1,211,4,REGULARS
343,3,36.9,1,2,1,121,4,LOST
34,2,36.9,4,1,1,411,6,NEW
74,3,36.8,3,2,1,321,6,REGULARS
493,1,36.8,1,1,1,111,3,LOST
63,3,36.8,3,2,1,321,6,REGULARS
147,4,36.8,2,3,1,231,6,REGULARS
290,1,36.7,1,1,1,111,3,LOST
372,4,36.7,1,3,1,131,5,LOST
621,3,36.65,1,2,1,121,4,LOST
67,5,36.6,3,4,1,341,8,LOYAL
105,2,36.6,3,1,1,311,5,REGULARS
60,2,36.6,3,1,1,311,5,REGULARS
118,4,36.6,3,3,1,331,7,REGULARS
209,3,36.55,2,2,1,221,5,REGULARS
140,4,36.54,3,3,1,331,7,REGULARS
348,2,36.5,1,1,1,111,3,LOST
69,4,36.5,3,3,1,331,7,REGULARS
367,2,36.5,1,1,1,111,3,LOST
79,4,36.4,3,3,1,331,7,REGULARS
157,2,36.4,2,1,1,211,4,REGULARS
315,3,36.3,1,2,1,121,4,LOST
138,1,36.3,3,1,1,311,5,REGULARS
172,2,36.2,2,1,1,211,4,REGULARS
516,1,36.16,1,1,1,111,3,LOST
0,2,36.1,4,1,1,411,6,NEW
20,4,36.1,4,3,1,431,8,REGULARS
567,2,36.1,1,1,1,111,3,LOST
133,4,36.0,3,3,1,331,7,REGULARS
192,4,35.96,2,3,1,231,6,REGULARS
623,3,35.92,1,2,1,121,4,LOST
531,1,35.9,1,1,1,111,3,LOST
10,4,35.9,4,3,1,431,8,REGULARS
45,4,35.9,4,3,1,431,8,REGULARS
154,4,35.9,2,3,1,231,6,REGULARS
519,2,35.8,1,1,1,111,3,LOST
325,3,35.8,1,2,1,121,4,LOST
436,2,35.8,1,1,1,111,3,LOST
444,2,35.76,1,1,1,111,3,LOST
75,3,35.75,3,2,1,321,6,REGULARS
194,3,35.7,2,2,1,221,5,REGULARS
77,3,35.6,3,2,1,321,6,REGULARS
315,2,35.59,1,1,1,111,3,LOST
353,2,35.5,1,1,1,111,3,LOST
75,4,35.5,3,3,1,331,7,REGULARS
169,4,35.45,2,3,1,231,6,REGULARS
152,4,35.4,2,3,1,231,6,REGULARS
291,4,35.4,1,3,1,131,5,LOST
37,2,35.4,4,1,1,411,6,NEW
126,2,35.3,3,1,1,311,5,REGULARS
131,2,35.25,3,1,1,311,5,REGULARS
0,4,35.2,4,3,1,431,8,REGULARS
227,3,35.2,2,2,1,221,5,REGULARS
275,4,35.1,2,3,1,231,6,REGULARS
532,2,35.1,1,1,1,111,3,LOST
518,1,35.1,1,1,1,111,3,LOST
155,2,35.1,2,1,1,211,4,REGULARS
6,3,35.1,4,2,1,421,7,REGULARS
258,2,35.0,2,1,1,211,4,REGULARS
612,2,35.0,1,1,1,111,3,LOST
207,2,35.0,2,1,1,211,4,REGULARS
423,2,34.9,1,1,1,111,3,LOST
222,2,34.8,2,1,1,211,4,REGULARS
517,2,34.8,1,1,1,111,3,LOST
404,2,34.8,1,1,1,111,3,LOST
401,2,34.8,1,1,1,111,3,LOST
24,3,34.77,4,2,1,421,7,REGULARS
395,2,34.7,1,1,1,111,3,LOST
348,2,34.7,1,1,1,111,3,LOST
44,3,34.65,4,2,1,421,7,REGULARS
84,3,34.6,3,2,1,321,6,REGULARS
18,2,34.6,4,1,1,411,6,NEW
220,1,34.6,2,1,1,211,4,REGULARS
220,2,34.5,2,1,1,211,4,REGULARS
602,3,34.44,1,2,1,121,4,LOST
33,3,34.42,4,2,1,421,7,REGULARS
108,3,34.4,3,2,1,321,6,REGULARS
417,4,34.4,1,3,1,131,5,LOST
252,2,34.4,2,1,1,211,4,REGULARS
162,3,34.3,2,2,1,221,5,REGULARS
187,2,34.3,2,1,1,211,4,REGULARS
15,2,34.3,4,1,1,411,6,NEW
420,2,34.24,1,1,1,111,3,LOST
157,3,34.22,2,2,1,221,5,REGULARS
451,2,34.2,1,1,1,111,3,LOST
227,3,34.2,2,2,1,221,5,REGULARS
52,3,34.15,4,2,1,421,7,REGULARS
155,3,34.1,2,2,1,221,5,REGULARS
152,3,34.1,2,2,1,221,5,REGULARS
271,2,34.0,2,1,1,211,4,REGULARS
282,3,34.0,1,2,1,121,4,LOST
43,2,34.0,4,1,1,411,6,NEW
184,1,33.96,2,1,1,211,4,REGULARS
6,1,33.9,4,1,1,411,6,NEW
168,1,33.9,2,1,1,211,4,REGULARS
466,2,33.9,1,1,1,111,3,LOST
216,3,33.9,2,2,1,221,5,REGULARS
356,3,33.82,1,2,1,121,4,LOST
184,3,33.71,2,2,1,221,5,REGULARS
207,3,33.7,2,2,1,221,5,REGULARS
16,4,33.7,4,3,1,431,8,REGULARS
348,2,33.7,1,1,1,111,3,LOST
7,2,33.6,4,1,1,411,6,NEW
0,2,33.6,4,1,1,411,6,NEW
333,2,33.55,1,1,1,111,3,LOST
88,3,33.5,3,2,1,321,6,REGULARS
390,3,33.4,1,2,1,121,4,LOST
174,4,33.4,2,3,1,231,6,REGULARS
137,2,33.4,3,1,1,311,5,REGULARS
702,2,33.4,1,1,1,111,3,LOST
487,2,33.35,1,1,1,111,3,LOST
150,2,33.32,2,1,1,211,4,REGULARS
54,3,33.3,4,2,1,421,7,REGULARS
437,3,33.3,1,2,1,121,4,LOST
337,2,33.3,1,1,1,111,3,LOST
117,3,33.22,3,2,1,321,6,REGULARS
35,1,33.2,4,1,1,411,6,NEW
392,2,33.2,1,1,1,111,3,LOST
221,3,33.1,2,2,1,221,5,REGULARS
19,3,33.02,4,2,1,421,7,REGULARS
77,1,33.0,3,1,1,311,5,REGULARS
91,2,33.0,3,1,1,311,5,REGULARS
182,3,33.0,2,2,1,221,5,REGULARS
576,2,33.0,1,1,1,111,3,LOST
9,3,33.0,4,2,1,421,7,REGULARS
80,3,32.9,3,2,1,321,6,REGULARS
166,4,32.9,2,3,1,231,6,REGULARS
58,3,32.9,3,2,1,321,6,REGULARS
140,2,32.9,3,1,1,311,5,REGULARS
163,2,32.8,2,1,1,211,4,REGULARS
671,1,32.8,1,1,1,111,3,LOST
248,2,32.76,2,1,1,211,4,REGULARS
324,2,32.7,1,1,1,111,3,LOST
659,2,32.7,1,1,1,111,3,LOST
165,1,32.66,2,1,1,211,4,REGULARS
143,2,32.62,2,1,1,211,4,REGULARS
362,2,32.6,1,1,1,111,3,LOST
454,2,32.6,1,1,1,111,3,LOST
309,2,32.6,1,1,1,111,3,LOST
144,3,32.6,2,2,1,221,5,REGULARS
47,2,32.54,4,1,1,411,6,NEW
522,3,32.54,1,2,1,121,4,LOST
130,2,32.5,3,1,1,311,5,REGULARS
522,2,32.5,1,1,1,111,3,LOST
183,2,32.5,2,1,1,211,4,REGULARS
122,3,32.45,3,2,1,321,6,REGULARS
299,2,32.44,1,1,1,111,3,LOST
223,3,32.4,2,2,1,221,5,REGULARS
76,2,32.4,3,1,1,311,5,REGULARS
165,2,32.4,2,1,1,211,4,REGULARS
131,2,32.4,3,1,1,311,5,REGULARS
3,3,32.3,4,2,1,421,7,REGULARS
490,3,32.3,1,2,1,121,4,LOST
173,2,32.3,2,1,1,211,4,REGULARS
380,3,32.3,1,2,1,121,4,LOST
100,3,32.2,3,2,1,321,6,REGULARS
570,3,32.15,1,2,1,121,4,LOST
475,2,32.12,1,1,1,111,3,LOST
289,1,32.1,1,1,1,111,3,LOST
22,2,32.0,4,1,1,411,6,NEW
31,3,32.0,4,2,1,421,7,REGULARS
160,3,31.9,2,2,1,221,5,REGULARS
90,2,31.9,3,1,1,311,5,REGULARS
550,1,31.86,1,1,1,111,3,LOST
263,3,31.84,2,2,1,221,5,REGULARS
410,2,31.75,1,1,1,111,3,LOST
137,3,31.74,3,2,1,321,6,REGULARS
20,4,31.74,4,3,1,431,8,REGULARS
399,2,31.7,1,1,1,111,3,LOST
624,1,31.54,1,1,1,111,3,LOST
36,1,31.5,4,1,1,411,6,NEW
244,2,31.5,2,1,1,211,4,REGULARS
71,3,31.44,3,2,1,321,6,REGULARS
11,2,31.4,4,1,1,411,6,NEW
151,3,31.4,2,2,1,221,5,REGULARS
87,3,31.4,3,2,1,321,6,REGULARS
130,3,31.3,3,2,1,321,6,REGULARS
280,2,31.2,2,1,1,211,4,REGULARS
578,3,31.2,1,2,1,121,4,LOST
275,2,31.1,2,1,1,211,4,REGULARS
347,2,31.1,1,1,1,111,3,LOST
326,2,31.1,1,1,1,111,3,LOST
290,2,31.1,1,1,1,111,3,LOST
468,3,31.1,1,2,1,121,4,LOST
65,4,31.1,3,3,1,331,7,REGULARS
297,4,31.0,1,3,1,131,5,LOST
304,3,31.0,1,2,1,121,4,LOST
468,3,30.8,1,2,1,121,4,LOST
265,2,30.8,2,1,1,211,4,REGULARS
6,2,30.75,4,1,1,411,6,NEW
458,3,30.65,1,2,1,121,4,LOST
655,1,30.62,1,1,1,111,3,LOST
345,1,30.6,1,1,1,111,3,LOST
377,3,30.6,1,2,1,121,4,LOST
24,3,30.59,4,2,1,421,7,REGULARS
544,2,30.55,1,1,1,111,3,LOST
467,2,30.5,1,1,1,111,3,LOST
94,3,30.5,3,2,1,321,6,REGULARS
267,2,30.5,2,1,1,211,4,REGULARS
56,2,30.44,4,1,1,411,6,NEW
323,2,30.35,1,1,1,111,3,LOST
168,2,30.3,2,1,1,211,4,REGULARS
36,2,30.25,4,1,1,411,6,NEW
160,2,30.2,2,1,1,211,4,REGULARS
273,3,30.1,2,2,1,221,5,REGULARS
507,1,30.0,1,1,1,111,3,LOST
347,2,30.0,1,1,1,111,3,LOST
317,2,30.0,1,1,1,111,3,LOST
201,2,30.0,2,1,1,211,4,REGULARS
573,1,30.0,1,1,1,111,3,LOST
31,3,30.0,4,2,1,421,7,REGULARS
292,2,29.8,1,1,1,111,3,LOST
562,3,29.75,1,2,1,121,4,LOST
567,1,29.7,1,1,1,111,3,LOST
253,2,29.7,2,1,1,211,4,REGULARS
208,3,29.5,2,2,1,221,5,REGULARS
66,4,29.45,3,3,1,331,7,REGULARS
266,3,29.4,2,2,1,221,5,REGULARS
161,3,29.3,2,2,1,221,5,REGULARS
382,3,29.22,1,2,1,121,4,LOST
132,2,29.2,3,1,1,311,5,REGULARS
148,2,29.2,2,1,1,211,4,REGULARS
72,2,29.2,3,1,1,311,5,REGULARS
130,4,29.2,3,3,1,331,7,REGULARS
303,3,29.2,1,2,1,121,4,LOST
275,1,29.14,2,1,1,211,4,REGULARS
702,1,29.14,1,1,1,111,3,LOST
323,4,29.1,1,3,1,131,5,LOST
575,2,29.1,1,1,1,111,3,LOST
576,2,29.0,1,1,1,111,3,LOST
144,3,28.98,2,2,1,221,5,REGULARS
230,3,28.9,2,2,1,221,5,REGULARS
172,2,28.9,2,1,1,211,4,REGULARS
186,3,28.8,2,2,1,221,5,REGULARS
521,1,28.8,1,1,1,111,3,LOST
266,3,28.74,2,2,1,221,5,REGULARS
577,2,28.65,1,1,1,111,3,LOST
403,1,28.6,1,1,1,111,3,LOST
250,3,28.6,2,2,1,221,5,REGULARS
438,2,28.6,1,1,1,111,3,LOST
476,2,28.6,1,1,1,111,3,LOST
141,3,28.6,2,2,1,221,5,REGULARS
234,2,28.6,2,1,1,211,4,REGULARS
36,3,28.5,4,2,1,421,7,REGULARS
74,3,28.5,3,2,1,321,6,REGULARS
179,3,28.45,2,2,1,221,5,REGULARS
355,2,28.4,1,1,1,111,3,LOST
122,2,28.4,3,1,1,311,5,REGULARS
125,2,28.3,3,1,1,311,5,REGULARS
114,2,28.3,3,1,1,311,5,REGULARS
211,2,28.21,2,1,1,211,4,REGULARS
148,2,28.2,2,1,1,211,4,REGULARS
284,2,28.2,1,1,1,111,3,LOST
460,1,28.2,1,1,1,111,3,LOST
474,3,28.2,1,2,1,121,4,LOST
516,3,28.2,1,2,1,121,4,LOST
376,2,28.1,1,1,1,111,3,LOST
145,2,28.1,2,1,1,211,4,REGULARS
9,1,28.0,4,1,1,411,6,NEW
63,3,27.96,3,2,1,321,6,REGULARS
23,2,27.94,4,1,1,411,6,NEW
40,3,27.9,4,2,1,421,7,REGULARS
101,3,27.9,3,2,1,321,6,REGULARS
419,3,27.8,1,2,1,121,4,LOST
21,3,27.76,4,2,1,421,7,REGULARS
187,2,27.75,2,1,1,211,4,REGULARS
345,2,27.7,1,1,1,111,3,LOST
543,1,27.7,1,1,1,111,3,LOST
193,2,27.7,2,1,1,211,4,REGULARS
586,2,27.6,1,1,1,111,3,LOST
57,1,27.4,3,1,1,311,5,REGULARS
662,2,27.4,1,1,1,111,3,LOST
330,4,27.4,1,3,1,131,5,LOST
349,2,27.34,1,1,1,111,3,LOST
539,2,27.3,1,1,1,111,3,LOST
120,2,27.3,3,1,1,311,5,REGULARS
323,2,27.3,1,1,1,111,3,LOST
612,1,27.24,1,1,1,111,3,LOST
580,2,27.2,1,1,1,111,3,LOST
110,2,27.1,3,1,1,311,5,REGULARS
137,2,27.1,3,1,1,311,5,REGULARS
454,2,27.1,1,1,1,111,3,LOST
131,3,27.1,3,2,1,321,6,REGULARS
375,2,27.0,1,1,1,111,3,LOST
668,2,27.0,1,1,1,111,3,LOST
206,2,27.0,2,1,1,211,4,REGULARS
304,1,27.0,1,1,1,111,3,LOST
121,4,27.0,3,3,1,331,7,REGULARS
75,2,26.9,3,1,1,311,5,REGULARS
408,2,26.9,1,1,1,111,3,LOST
209,3,26.9,2,2,1,221,5,REGULARS
175,2,26.85,2,1,1,211,4,REGULARS
697,1,26.8,1,1,1,111,3,LOST
460,1,26.8,1,1,1,111,3,LOST
0,2,26.8,4,1,1,411,6,NEW
134,4,26.7,3,3,1,331,7,REGULARS
117,2,26.5,3,1,1,311,5,REGULARS
357,3,26.4,1,2,1,121,4,LOST
182,2,26.4,2,1,1,211,4,REGULARS
265,1,26.36,2,1,1,211,4,REGULARS
699,1,26.3,1,1,1,111,3,LOST
104,2,26.3,3,1,1,311,5,REGULARS
376,2,26.3,1,1,1,111,3,LOST
14,2,26.2,4,1,1,411,6,NEW
356,3,26.2,1,2,1,121,4,LOST
455,2,26.1,1,1,1,111,3,LOST
84,2,26.1,3,1,1,311,5,REGULARS
95,3,26.05,3,2,1,321,6,REGULARS
274,2,26.0,2,1,1,211,4,REGULARS
430,1,26.0,1,1,1,111,3,LOST
4,4,25.97,4,3,1,431,8,REGULARS
211,2,25.9,2,1,1,211,4,REGULARS
607,2,25.9,1,1,1,111,3,LOST
607,3,25.8,1,2,1,121,4,LOST
184,2,25.8,2,1,1,211,4,REGULARS
317,1,25.8,1,1,1,111,3,LOST
218,2,25.7,2,1,1,211,4,REGULARS
485,2,25.6,1,1,1,111,3,LOST
146,3,25.6,2,2,1,221,5,REGULARS
199,3,25.45,2,2,1,221,5,REGULARS
99,3,25.44,3,2,1,321,6,REGULARS
66,2,25.4,3,1,1,311,5,REGULARS
248,3,25.4,2,2,1,221,5,REGULARS
197,1,25.3,2,1,1,211,4,REGULARS
235,3,25.3,2,2,1,221,5,REGULARS
66,1,25.3,3,1,1,311,5,REGULARS
118,3,25.2,3,2,1,321,6,REGULARS
6,2,25.2,4,1,1,411,6,NEW
248,2,25.2,2,1,1,211,4,REGULARS
459,2,25.2,1,1,1,111,3,LOST
355,1,25.2,1,1,1,111,3,LOST
595,2,25.14,1,1,1,111,3,LOST
48,1,25.1,4,1,1,411,6,NEW
506,2,25.1,1,1,1,111,3,LOST
451,2,25.0,1,1,1,111,3,LOST
623,1,25.0,1,1,1,111,3,LOST
258,3,25.0,2,2,1,221,5,REGULARS
253,2,24.82,2,1,1,211,4,REGULARS
683,2,24.8,1,1,1,111,3,LOST
663,2,24.7,1,1,1,111,3,LOST
24,2,24.7,4,1,1,411,6,NEW
589,1,24.7,1,1,1,111,3,LOST
81,1,24.7,3,1,1,311,5,REGULARS
240,2,24.6,2,1,1,211,4,REGULARS
208,2,24.55,2,1,1,211,4,REGULARS
596,1,24.5,1,1,1,111,3,LOST
429,2,24.5,1,1,1,111,3,LOST
204,2,24.5,2,1,1,211,4,REGULARS
270,2,24.5,2,1,1,211,4,REGULARS
547,3,24.4,1,2,1,121,4,LOST
671,2,24.4,1,1,1,111,3,LOST
667,1,24.4,1,1,1,111,3,LOST
236,2,24.4,2,1,1,211,4,REGULARS
323,3,24.3,1,2,1,121,4,LOST
115,3,24.3,3,2,1,321,6,REGULARS
401,1,24.2,1,1,1,111,3,LOST
43,1,24.2,4,1,1,411,6,NEW
7,1,24.1,4,1,1,411,6,NEW
545,2,24.0,1,1,1,111,3,LOST
108,1,24.0,3,1,1,311,5,REGULARS
706,2,24.0,1,1,1,111,3,LOST
16,2,24.0,4,1,1,411,6,NEW
185,2,23.9,2,1,1,211,4,REGULARS
673,1,23.8,1,1,1,111,3,LOST
73,2,23.8,3,1,1,311,5,REGULARS
209,2,23.8,2,1,1,211,4,REGULARS
74,1,23.7,3,1,1,311,5,REGULARS
393,2,23.7,1,1,1,111,3,LOST
642,1,23.7,1,1,1,111,3,LOST
394,3,23.6,1,2,1,121,4,LOST
203,1,23.52,2,1,1,211,4,REGULARS
317,2,23.5,1,1,1,111,3,LOST
162,1,23.5,2,1,1,211,4,REGULARS
12,2,23.48,4,1,1,411,6,NEW
310,1,23.4,1,1,1,111,3,LOST
25,3,23.4,4,2,1,421,7,REGULARS
95,2,23.3,3,1,1,311,5,REGULARS
341,3,23.3,1,2,1,121,4,LOST
180,2,23.2,2,1,1,211,4,REGULARS
30,2,23.15,4,1,1,411,6,NEW
210,3,23.1,2,2,1,221,5,REGULARS
412,3,23.1,1,2,1,121,4,LOST
244,2,23.1,2,1,1,211,4,REGULARS
337,1,23.1,1,1,1,111,3,LOST
112,2,23.0,3,1,1,311,5,REGULARS
73,3,23.0,3,2,1,321,6,REGULARS
382,3,23.0,1,2,1,121,4,LOST
74,4,22.85,3,3,1,331,7,REGULARS
507,1,22.8,1,1,1,111,3,LOST
182,1,22.8,2,1,1,211,4,REGULARS
543,2,22.8,1,1,1,111,3,LOST
0,3,22.7,4,2,1,421,7,REGULARS
67,2,22.7,3,1,1,311,5,REGULARS
276,2,22.7,2,1,1,211,4,REGULARS
126,2,22.6,3,1,1,311,5,REGULARS
232,2,22.6,2,1,1,211,4,REGULARS
28,2,22.56,4,1,1,411,6,NEW
48,2,22.56,4,1,1,411,6,NEW
298,2,22.5,1,1,1,111,3,LOST
15,3,22.5,4,2,1,421,7,REGULARS
526,1,22.4,1,1,1,111,3,LOST
300,3,22.4,1,2,1,121,4,LOST
329,1,22.4,1,1,1,111,3,LOST
446,4,22.35,1,3,1,131,5,LOST
478,2,22.3,1,1,1,111,3,LOST
279,1,22.2,2,1,1,211,4,REGULARS
248,3,22.15,2,2,1,221,5,REGULARS
412,2,22.1,1,1,1,111,3,LOST
179,2,22.05,2,1,1,211,4,REGULARS
543,1,21.96,1,1,1,111,3,LOST
169,3,21.9,2,2,1,221,5,REGULARS
226,3,21.9,2,2,1,221,5,REGULARS
381,1,21.9,1,1,1,111,3,LOST
323,3,21.8,1,2,1,121,4,LOST
210,2,21.8,2,1,1,211,4,REGULARS
551,2,21.8,1,1,1,111,3,LOST
121,2,21.7,3,1,1,311,5,REGULARS
504,1,21.6,1,1,1,111,3,LOST
56,3,21.6,4,2,1,421,7,REGULARS
197,2,21.6,2,1,1,211,4,REGULARS
7,2,21.6,4,1,1,411,6,NEW
137,2,21.53,3,1,1,311,5,REGULARS
215,2,21.5,2,1,1,211,4,REGULARS
45,2,21.4,4,1,1,411,6,NEW
304,3,21.3,1,2,1,121,4,LOST
206,2,21.2,2,1,1,211,4,REGULARS
442,1,21.2,1,1,1,111,3,LOST
377,2,21.1,1,1,1,111,3,LOST
310,2,21.1,1,1,1,111,3,LOST
75,2,21.1,3,1,1,311,5,REGULARS
574,1,21.0,1,1,1,111,3,LOST
482,1,21.0,1,1,1,111,3,LOST
116,2,21.0,3,1,1,311,5,REGULARS
647,3,21.0,1,2,1,121,4,LOST
114,3,20.9,3,2,1,321,6,REGULARS
578,1,20.9,1,1,1,111,3,LOST
333,2,20.8,1,1,1,111,3,LOST
492,1,20.75,1,1,1,111,3,LOST
182,2,20.7,2,1,1,211,4,REGULARS
386,2,20.7,1,1,1,111,3,LOST
145,2,20.7,2,1,1,211,4,REGULARS
329,1,20.6,1,1,1,111,3,LOST
352,1,20.6,1,1,1,111,3,LOST
422,2,20.6,1,1,1,111,3,LOST
45,2,20.6,4,1,1,411,6,NEW
623,1,20.6,1,1,1,111,3,LOST
294,1,20.55,1,1,1,111,3,LOST
287,1,20.4,1,1,1,111,3,LOST
